Id,Name,Categories,Species,Lat,Lng,Lat/Lng,Address Override,Street Num,Street,Suburb,State,Postcode,Country,Last Known Status,Tags,Owned By,Contracted To,Map URL,Profile URL
63ooa,Flat Land Hogs LLC,Farm (meat),Pigs,40.843124,-86.580635,"40.843124, -86.580635",,6534,North Co Road 1100 West,Royal Center,IN,46978,United States,Open,,,,https://www.farmtransparency.org/map?location=63ooa,https://www.farmtransparency.org/facilities/63ooa-flat-land-hogs-llc
c9c0n,FLAT ROCK FARMS,Farm (meat),Chickens,34.515720,-87.458199,"34.515720, -87.458199",,4195,County Road 343,Mount Hope,AL,35651,United States,Open,,,,https://www.farmtransparency.org/map?location=c9c0n,https://www.farmtransparency.org/facilities/c9c0n-flat-rock-farms
ckg89,Flat Top Dairy Go Round LP,Farm (dairy),Cows/cattle,31.426914,-98.386299,"31.426914, -98.386299",,80,County Road 333,Goldthwaite,TX,76844,United States,Open,,,,https://www.farmtransparency.org/map?location=ckg89,https://www.farmtransparency.org/facilities/ckg89-flat-top-dairy-go-round-lp
sirca,Flatland Farm,Farm (meat),Pigs,43.170288,-96.175720,"43.170288, -96.175720",,3310,US 75 Avenue,Hull,IA,51239,United States,Open,,,,https://www.farmtransparency.org/map?location=sirca,https://www.farmtransparency.org/facilities/sirca-flatland-farm
89bs0,"Flatland Farms, LLC",Farm (dairy),Cows/cattle,36.350998,-119.726067,"36.350998, -119.726067",,8431,15th Avenue,Hanford,CA,93230,United States,Open,,,,https://www.farmtransparency.org/map?location=89bs0,https://www.farmtransparency.org/facilities/89bs0-flatland-farms-llc
xst4y,Flatrock Dairy LLC,Farm (dairy),Cows/cattle,41.156300,-84.479111,"41.156300, -84.479111",,12304,Ohio 637,Paulding,OH,45879,United States,Open,,,,https://www.farmtransparency.org/map?location=xst4y,https://www.farmtransparency.org/facilities/xst4y-flatrock-dairy-llc
9f792,Flaxley Fowls,,,-35.147167,138.797653,"-35.147167, 138.797653",,231,Whites Road,Flaxley,SA,5153,Australia,Open,,,,https://www.farmtransparency.org/map?location=9f792,https://www.farmtransparency.org/facilities/9f792-flaxley-fowls
l566e,Fleck Agri Enterprises,Farm (meat),Pigs,40.806973,-85.733826,"40.806973, -85.733826",,1305,Morrison Road,Wabash,IN,46992,United States,Open,,,,https://www.farmtransparency.org/map?location=l566e,https://www.farmtransparency.org/facilities/l566e-fleck-agri-enterprises
6obvs,FLEET LOFTON POULTRY,Farm (meat),Chickens,31.494608,-90.352272,"31.494608, -90.352272",,2229,Upton Trail Southeast,Brookhaven,MS,39601,United States,Open,,,,https://www.farmtransparency.org/map?location=6obvs,https://www.farmtransparency.org/facilities/6obvs-fleet-lofton-poultry
9a3eg,Fleetwood Farm,Farm (meat),Chickens,38.598160,-75.582191,"38.598160, -75.582191",,9486,Mount Zion Road,Laurel,DE,19956,United States,Open,,Allen Harim,,https://www.farmtransparency.org/map?location=9a3eg,https://www.farmtransparency.org/facilities/9a3eg-fleetwood-farm
nl81c,Fleischerei Rudolf Amstler Butcher,,,48.249638,14.636642,"48.249638, 14.636642",,13,Terpinitzgasse,Perg,Upper Austria,4320,Austria,Open,,,,https://www.farmtransparency.org/map?location=nl81c,https://www.farmtransparency.org/facilities/nl81c-fleischerei-rudolf-amstler-butcher
ay1nc,Fleischhauerei Dunzendorfer Butcher,,,48.464363,14.226875,"48.464363, 14.226875",,4,Marktplatz,Oberneukirchen,Upper Austria,4181,Austria,Open,,,,https://www.farmtransparency.org/map?location=ay1nc,https://www.farmtransparency.org/facilities/ay1nc-fleischhauerei-dunzendorfer-butcher
cvkp2,Fleischhof Rasting GmbH,Slaughterhouse (unconfirmed),,51.380177,7.095366,"51.380177, 7.095366",,101,Deilbachtal,Stadtbezirke VIII,NRW,45257,Germany,Open,,,,https://www.farmtransparency.org/map?location=cvkp2,https://www.farmtransparency.org/facilities/cvkp2-fleischhof-rasting-gmbh
02ams,Fleischwerk,Slaughterhouse (unconfirmed),,51.591293,11.549012,"51.591293, 11.549012",,16,Apfelborn,Hübitz,SA,06347,Germany,Open,,,,https://www.farmtransparency.org/map?location=02ams,https://www.farmtransparency.org/facilities/02ams-fleischwerk
b2fw6,Fleischwerk Edeka Nord GmbH,Slaughterhouse (unconfirmed),,53.511234,10.835988,"53.511234, 10.835988",,24,Am Heisterbusch,Valluhn,MV,19246,Germany,Open,,,,https://www.farmtransparency.org/map?location=b2fw6,https://www.farmtransparency.org/facilities/b2fw6-fleischwerk-edeka-nord-gmbh
mlo70,Fleischwerk Hessengut GmbH,Slaughterhouse,,51.107891,9.554517,"51.107891, 9.554517",,20,Industriestraße,Adelshausen,HE,34212,Germany,Open,,,,https://www.farmtransparency.org/map?location=mlo70,https://www.farmtransparency.org/facilities/mlo70-fleischwerk-hessengut-gmbh
s5bpm,"FLEMENS, BRUCE",Farm (meat),Pigs,34.270645,-93.962967,"34.270645, -93.962967",,261,Brushy Creek Road,Newhope,AR,71959,United States,Open,,,,https://www.farmtransparency.org/map?location=s5bpm,https://www.farmtransparency.org/facilities/s5bpm-flemens-bruce
aea3d,Flemington Racecourse,Racecourse,Horses,-37.790993,144.915451,"-37.790993, 144.915451",,1/448,Epsom Road,Flemington,VIC,3031,Australia,Open,,,,https://www.farmtransparency.org/map?location=aea3d,https://www.farmtransparency.org/facilities/aea3d-flemington-racecourse
o7pzj,Flemming Egebjerg Madsen,Farm (skins/fur),,55.724384,8.438414,"55.724384, 8.438414",,180,Debelvej,Outrup,Region of Southern Denmark,6855,Denmark,Open,,,,https://www.farmtransparency.org/map?location=o7pzj,https://www.farmtransparency.org/facilities/o7pzj-flemming-egebjerg-madsen
binj3,"FLENER, RICHARD  HOG FARM",,,37.291077,-86.597229,"37.291077, -86.597229",,536,Adam Flener Road,Morgantown,KY,42261,United States,Open,,,,https://www.farmtransparency.org/map?location=binj3,https://www.farmtransparency.org/facilities/binj3-flener-richard-hog-farm
mcnwe,Fletcher Dairy,Farm (dairy),Cows/cattle,36.150723,-119.288338,"36.150723, -119.288338",,12685,Avenue 200,Tulare,CA,93274,United States,Open,,,,https://www.farmtransparency.org/map?location=mcnwe,https://www.farmtransparency.org/facilities/mcnwe-fletcher-dairy
adpg2,Fletcher Farm LLC,Farm (dairy),Cows/cattle,44.721115,-69.419296,"44.721115, -69.419296",,29,Snakeroot Road,Pittsfield,ME,04967,United States,Open,,,,https://www.farmtransparency.org/map?location=adpg2,https://www.farmtransparency.org/facilities/adpg2-fletcher-farm-llc
bdcc7,Fletcher International Abattoir,Slaughterhouse,"Sheep, Goats",-34.835293,117.791641,"-34.835293, 117.791641",,520,Settlement Road,Narrikup,WA,6326,Australia,Open,,Fletcher International Exports Pty Ltd,,https://www.farmtransparency.org/map?location=bdcc7,https://www.farmtransparency.org/facilities/bdcc7-narrikup-export-abattoir
c4a30,Fletcher International Abattoir,Slaughterhouse,Sheep,-32.208103,148.632828,"-32.208103, 148.632828",,Lot 11,Yarrandale Road,Dubbo,NSW,2830,Australia,Open,,Fletcher International Exports Pty Ltd,,https://www.farmtransparency.org/map?location=c4a30,https://www.farmtransparency.org/facilities/c4a30-fletcher-international-abattoir
70wdh,"FLETCHER, CHARLES BEEF FARM",Farm (meat),Cows/cattle,37.047024,-85.238319,"37.047024, -85.238319",,1533,Montpelier Road,Columbia,KY,42728,United States,Open,,,,https://www.farmtransparency.org/map?location=70wdh,https://www.farmtransparency.org/facilities/70wdh-fletcher-charles-beef-farm
a5c13,Fleurieu Farmed Rabbits,Farm (meat),Rabbits,-35.244030,138.730957,"-35.244030, 138.730957",,203,Milligan Road,Prospect Hill,SA,5201,Australia,Closed,,,,https://www.farmtransparency.org/map?location=a5c13,https://www.farmtransparency.org/facilities/a5c13-fleurieu-farmed-rabbits
znn9w,Flew The Coop,Farm (meat),Chickens,38.734604,-75.704430,"38.734604, -75.704430",,,Unnamed Road,Bridgeville,DE,19933,United States,Open,,,,https://www.farmtransparency.org/map?location=znn9w,https://www.farmtransparency.org/facilities/znn9w-flew-the-coop
73p4d,Flf Ltd.,Farm (meat),Pigs,42.489948,-91.668388,"42.489948, -91.668388",,2057,Victor Avenue,Winthrop,IA,50682,United States,Open,,,,https://www.farmtransparency.org/map?location=73p4d,https://www.farmtransparency.org/facilities/73p4d-flf-ltd
2tt2p,Flick Darwin,Farm (meat),Pigs,43.112980,-95.526428,"43.112980, -95.526428",,3701,Tyler Avenue,Primghar,IA,51245,United States,Open,,,,https://www.farmtransparency.org/map?location=2tt2p,https://www.farmtransparency.org/facilities/2tt2p-flick-darwin
g37wt,Flier Dairy Farm Ltd,"Farm (dairy), Farm (dairy) (unconfirmed)",Cows/cattle (unconfirmed),49.015793,-122.196083,"49.015793, -122.196083",,823,Lamson Road,Abbotsford,BC,V3G 1W2,Canada,Open,,,,https://www.farmtransparency.org/map?location=g37wt,https://www.farmtransparency.org/facilities/g37wt-flier-dairy-farm-ltd
4261d,Flight Abattoir Equipment,,,-34.985008,138.570206,"-34.985008, 138.570206",,1-3,Waverley Avenue,Edwardstown,SA,5039,Australia,Open,,,,https://www.farmtransparency.org/map?location=4261d,https://www.farmtransparency.org/facilities/4261d-flight-abattoir-equipment
b7bb1,Flinders Island Meat,Slaughterhouse,,-40.135761,148.189346,"-40.135761, 148.189346",,429,Lackrana Road,Lackrana,TAS,7255,Australia,Open,,,,https://www.farmtransparency.org/map?location=b7bb1,https://www.farmtransparency.org/facilities/b7bb1-flinders-island-meat
hd4p0,Flint Dairy,Farm (dairy),Cows/cattle,36.368248,-119.573547,"36.368248, -119.573547",,6511,Flint Avenue,Hanford,CA,93230,United States,Open,,,,https://www.farmtransparency.org/map?location=hd4p0,https://www.farmtransparency.org/facilities/hd4p0-flint-dairy
mgnod,Flint Farm Honey,Farm (honey),Bees,53.120689,-110.349945,"53.120689, -110.349945",,475046,Range Road 32,Paradise Valley,AB,T0B 3R0,Canada,Open,,,,https://www.farmtransparency.org/map?location=mgnod,https://www.farmtransparency.org/facilities/mgnod-flint-farm-honey
fr6u2,Flint Hill Farm,Farm (meat),Chickens,35.797264,-79.926636,"35.797264, -79.926636",,6421,Flint Hill Road,Sophia,NC,27350,United States,Open,Organic,,,https://www.farmtransparency.org/map?location=fr6u2,https://www.farmtransparency.org/facilities/fr6u2-flint-hill-farm
14uv0,Flint Nelson,Farm (dairy),Cows/cattle,43.655437,-111.732468,"43.655437, -111.732468",,195,North 4870 East,Rigby,ID,83442,United States,Open,,,,https://www.farmtransparency.org/map?location=14uv0,https://www.farmtransparency.org/facilities/14uv0-flint-nelson
l9vl9,FLINT RIDGE FARMS,Farm (meat),Pigs,40.439999,-91.921944,"40.439999, -91.921944",,11397,County Road 119,Wyaconda,MO,63474,United States,Open,,,,https://www.farmtransparency.org/map?location=l9vl9,https://www.farmtransparency.org/facilities/l9vl9-flint-ridge-farms
vg8ya,Flint Ridge Pullet Farm,Farm (meat),Chickens,35.179775,-80.277298,"35.179775, -80.277298",,296,Colony Road,Polkton,NC,28135,United States,Open,,,,https://www.farmtransparency.org/map?location=vg8ya,https://www.farmtransparency.org/facilities/vg8ya-flint-ridge-pullet-farm
md4nc,FLINT ROCK FEEDERS,Farm (meat),Cows/cattle,36.320480,-101.353210,"36.320480, -101.353210",,13965,Texas 207,Spearman,TX,79081,United States,Open,,,,https://www.farmtransparency.org/map?location=md4nc,https://www.farmtransparency.org/facilities/md4nc-flint-rock-feeders
q2h7o,FLINT'S DAIRY FARM,Farm (dairy),Cows/cattle,42.743633,-78.217735,"42.743633, -78.217735",,3971,U.S. 20A,Warsaw,NY,14569,United States,Open,,,,https://www.farmtransparency.org/map?location=q2h7o,https://www.farmtransparency.org/facilities/q2h7o-flints-dairy-farm
wxu2m,Flintroad Farms,Farm (meat),Chickens,40.574162,-77.288673,"40.574162, -77.288673",,432,Flint Road,Mifflintown,PA,17059,United States,Open,Organic,,,https://www.farmtransparency.org/map?location=wxu2m,https://www.farmtransparency.org/facilities/wxu2m-flintroad-farms
u9rfg,FLINTROCK CORPORATION,Farm (meat),Chickens,39.088356,-75.940605,"39.088356, -75.940605",,1621,Price Station Road,Church Hill,MD,21623,United States,Open,,,,https://www.farmtransparency.org/map?location=u9rfg,https://www.farmtransparency.org/facilities/u9rfg-flintrock-corporation
nuzvq,Flintrock Farms,Farm (meat),Chickens,40.206306,-76.295723,"40.206306, -76.295723",,1319,Furnace Hills Pike,Lititz,PA,17543,United States,Open,,,,https://www.farmtransparency.org/map?location=nuzvq,https://www.farmtransparency.org/facilities/nuzvq-flintrock-farms
ukoh1,"Flock, Stock and Basil","Farm (meat), Farm (eggs)","Chickens, Cows/cattle, Pigs, Sheep",-38.683189,145.876556,"-38.683189, 145.876556",,1672,Inverloch-Venus Bay Road,Tarwin Lower,VIC,3956,Australia,Open,Free Range,,,https://www.farmtransparency.org/map?location=ukoh1,https://www.farmtransparency.org/facilities/ukoh1-flock-stock-basil
0a06j,Flokstra Group,Farm (meat),Chickens,49.178978,-121.920761,"49.178978, -121.920761",,47104,Yale Road,Chilliwack,BC,V2P 7M9,Canada,Open,,,,https://www.farmtransparency.org/map?location=0a06j,https://www.farmtransparency.org/facilities/0a06j-flokstra-group
90t0i,FLOOD BROTHER FARM,Farm (dairy),Cows/cattle,44.643345,-69.583260,"44.643345, -69.583260",,839,River Road,Clinton,ME,04927,United States,Open,,,,https://www.farmtransparency.org/map?location=90t0i,https://www.farmtransparency.org/facilities/90t0i-flood-brother-farm
nl9ry,Flood Ranch Complex,Farm (dairy),Cows/cattle,38.030010,-121.017532,"38.030010, -121.017532",,6675,Escalon-Bellota Road,Linden,CA,95236,United States,Open,,,,https://www.farmtransparency.org/map?location=nl9ry,https://www.farmtransparency.org/facilities/nl9ry-flood-ranch-complex
eeo6c,Floor Family Veal LLC,Farm (meat),Cows/cattle,40.958366,-85.989952,"40.958366, -85.989952",,4650,East 1300 North,Macy,IN,46951,United States,Open,,,,https://www.farmtransparency.org/map?location=eeo6c,https://www.farmtransparency.org/facilities/eeo6c-floor-family-veal-llc
yibjb,Flora Finishing Farm,Farm (meat),Pigs,40.563328,-86.548286,"40.563328, -86.548286",,1101,North 125 West,Flora,IN,46929,United States,Open,,,,https://www.farmtransparency.org/map?location=yibjb,https://www.farmtransparency.org/facilities/yibjb-flora-finishing-farm
chplb,Florence Swanston,Farm (dairy),Cows/cattle,44.951824,-74.057465,"44.951824, -74.057465",,263,Douglas Road,Chateaugay,NY,12920,United States,Open,,,,https://www.farmtransparency.org/map?location=chplb,https://www.farmtransparency.org/facilities/chplb-florence-swanston
v3nsq,Floreni SRL,Farm (meat),Chickens,46.891323,29.173895,"46.891323, 29.173895",,,R2,,Anenii Noi,,Moldova,Open,,,,https://www.farmtransparency.org/map?location=v3nsq,https://www.farmtransparency.org/facilities/v3nsq-floreni-srl
yj6hf,Flores Dairy,Farm (dairy),Cows/cattle,37.452744,-120.518631,"37.452744, -120.518631",,1929,Youd Road,Winton,CA,95388,United States,Open,,,,https://www.farmtransparency.org/map?location=yj6hf,https://www.farmtransparency.org/facilities/yj6hf-flores-dairy
jundn,Florida Beef Inc.,Slaughterhouse,,27.501486,-81.786942,"27.501486, -81.786942",,441,Florida 64,Zolfo Springs,FL,33890,United States,Open,,,,https://www.farmtransparency.org/map?location=jundn,https://www.farmtransparency.org/facilities/jundn-florida-beef-inc
qs0rg,"Florida Beef, Inc.",,,28.649164,-82.008652,"28.649164, -82.008652",,571,West Kings Highway,Center Hill,FL,33514,United States,Open,,,,https://www.farmtransparency.org/map?location=qs0rg,https://www.farmtransparency.org/facilities/qs0rg-florida-beef-inc
9049y,Flowerdale Alpacas,"Farm (wool), Pet breeder",Alpacas,-37.823948,145.374008,"-37.823948, 145.374008",,180,Olinda Creek Road,Kalorama,VIC,3766,Australia,Open,,,,https://www.farmtransparency.org/map?location=9049y,https://www.farmtransparency.org/facilities/9049y-flowerdale-alpacas
a8jok,Flowers SlaughterHouse,Slaughterhouse,,35.742935,-78.034637,"35.742935, -78.034637",,5154,Saint Rose Church Road,Sims,NC,27880,United States,Open,,,,https://www.farmtransparency.org/map?location=a8jok,https://www.farmtransparency.org/facilities/a8jok-flowers-slaughterhouse
sv2y1,Floyd & Wanda Bontrager,Farm (meat),Pigs,41.597305,-85.587685,"41.597305, -85.587685",,8400,West 300 South,Topeka,IN,46571,United States,Open,,,,https://www.farmtransparency.org/map?location=sv2y1,https://www.farmtransparency.org/facilities/sv2y1-floyd-wanda-bontrager
sj84l,Floyd Bergman,Farm (meat),Pigs,40.434322,-84.804680,"40.434322, -84.804680",,2884,South 900 East,Fort Recovery,OH,45846,United States,Open,,,,https://www.farmtransparency.org/map?location=sj84l,https://www.farmtransparency.org/facilities/sj84l-floyd-bergman
pbrwo,FLOYD FARM,Farm (meat),Chickens,31.665833,-86.021942,"31.665833, -86.021942",,3146,County Road 2262,Troy,AL,36079,United States,Open,,,,https://www.farmtransparency.org/map?location=pbrwo,https://www.farmtransparency.org/facilities/pbrwo-floyd-farm
brp7d,Floyd Finishers,Farm (meat),Pigs,43.105831,-92.782867,"43.105831, -92.782867",,2247,175th Street,Charles City,IA,50616,United States,Open,,,,https://www.farmtransparency.org/map?location=brp7d,https://www.farmtransparency.org/facilities/brp7d-floyd-finishers
kkynv,Floyd G. Troyer,Farm (meat),Chickens,41.541397,-85.342674,"41.541397, -85.342674",,4235,East 700 South,Wolcottville,IN,46795,United States,Open,Organic,,,https://www.farmtransparency.org/map?location=kkynv,https://www.farmtransparency.org/facilities/kkynv-floyd-g-troyer
k8aeg,Floyd Houin Homestead Dairy 2,Farm (dairy),Cows/cattle,41.275288,-86.290108,"41.275288, -86.290108",,12027,14th Road,Plymouth,IN,46563,United States,Open,,,,https://www.farmtransparency.org/map?location=k8aeg,https://www.farmtransparency.org/facilities/k8aeg-floyd-houin-homestead-dairy-2
2goy3,Floyd R Yoder,Farm (meat),Chickens,32.302364,-83.988159,"32.302364, -83.988159",,367,Stanley Yoder Road,Montezuma,GA,31063,United States,Open,,,,https://www.farmtransparency.org/map?location=2goy3,https://www.farmtransparency.org/facilities/2goy3-floyd-r-yoder
hihtf,Floyd Shippy,Farm (dairy),Cows/cattle,43.896461,-116.732117,"43.896461, -116.732117",,3602,Elgin Road,New Plymouth,ID,83655,United States,Open,,,,https://www.farmtransparency.org/map?location=hihtf,https://www.farmtransparency.org/facilities/hihtf-floyd-shippy
m2qrj,FLOYD WARREN INC,,,45.690552,-107.535805,"45.690552, -107.535805",,,County Road 40,Hardin,MT,59034,United States,Open,,,,https://www.farmtransparency.org/map?location=m2qrj,https://www.farmtransparency.org/facilities/m2qrj-floyd-warren-inc
gc1ev,"FLOYD, GARY HOG FARM",,,37.571335,-87.242554,"37.571335, -87.242554",,1501,Brooks School House Road,Calhoun,KY,42327,United States,Open,,,,https://www.farmtransparency.org/map?location=gc1ev,https://www.farmtransparency.org/facilities/gc1ev-floyd-gary-hog-farm
jx83d,Fluffetts Free Range Eggs,Farm (eggs),Chickens,50.891529,-1.770816,"50.891529, -1.770816",,,Blind Lane,South Gorley,England,SP6 2PW,United Kingdom,Open,,,,https://www.farmtransparency.org/map?location=jx83d,https://www.farmtransparency.org/facilities/jx83d-fluffetts-free-range-eggs
a2qvn,Fluit Craig,Farm (dairy),Cows/cattle,43.215649,-96.160431,"43.215649, -96.160431",,3180,300th Street,Hull,IA,51239,United States,Open,,,,https://www.farmtransparency.org/map?location=a2qvn,https://www.farmtransparency.org/facilities/a2qvn-fluit-craig
l1j1h,Fluit Craig,Farm (dairy),Cows/cattle,43.222675,-96.156288,"43.222675, -96.156288",,2940,Harrison Avenue,Hull,IA,51239,United States,Open,,,,https://www.farmtransparency.org/map?location=l1j1h,https://www.farmtransparency.org/facilities/l1j1h-fluit-craig
4am0w,FLUIT DAIRY,Farm (dairy),Cows/cattle,32.159286,-98.379456,"32.159286, -98.379456",,,County Road 418,Dublin,TX,76446,United States,Open,,,,https://www.farmtransparency.org/map?location=4am0w,https://www.farmtransparency.org/facilities/4am0w-fluit-dairy
mao42,Fluit Dairy Inc,Farm (dairy),Cows/cattle,43.215092,-96.160278,"43.215092, -96.160278",,3180,300th Street,Hull,IA,51239,United States,Open,,,,https://www.farmtransparency.org/map?location=mao42,https://www.farmtransparency.org/facilities/mao42-fluit-dairy-inc
u3n9i,"Fluit Farms, Inc.",Farm (meat),Pigs,43.598816,-96.234360,"43.598816, -96.234360",,777,120th Avenue,Luverne,MN,56156,United States,Open,,,,https://www.farmtransparency.org/map?location=u3n9i,https://www.farmtransparency.org/facilities/u3n9i-fluit-farms-inc
200l6,FLUIT SOUTH DAIRY,Farm (dairy),Cows/cattle,31.952358,-98.200829,"31.952358, -98.200829",,,Unnamed Road,Dublin,TX,76446,United States,Open,,,,https://www.farmtransparency.org/map?location=200l6,https://www.farmtransparency.org/facilities/200l6-fluit-south-dairy
nubyw,FLUIT SOUTH DAIRY,Farm (dairy),Cows/cattle,31.952488,-98.199760,"31.952488, -98.199760",,,Unnamed Road,Dublin,TX,76446,United States,Open,,,,https://www.farmtransparency.org/map?location=nubyw,https://www.farmtransparency.org/facilities/nubyw-fluit-south-dairy
9zk5y,FLUTTERING SPRING POULTRY,Farm (meat),Chickens,34.023491,-87.745178,"34.023491, -87.745178",,353,Fluttering Spring Road,Brilliant,AL,35548,United States,Open,,,,https://www.farmtransparency.org/map?location=9zk5y,https://www.farmtransparency.org/facilities/9zk5y-fluttering-spring-poultry
m6375,FLYING A CATTLE CO.,Farm (meat),Cows/cattle,41.001438,-95.320465,"41.001438, -95.320465",,1341,210 Street,Red Oak,IA,51566,United States,Open,,,,https://www.farmtransparency.org/map?location=m6375,https://www.farmtransparency.org/facilities/m6375-flying-cattle-co
ne76j,FLYING E FARMS,Farm (meat),Chickens,32.083225,-85.126869,"32.083225, -85.126869",,297,Bowden Road,Pittsview,AL,36871,United States,Open,,,,https://www.farmtransparency.org/map?location=ne76j,https://www.farmtransparency.org/facilities/ne76j-flying-e-farms
s6czz,Flying Eagle Inc,Farm (meat),Pigs,42.554379,-93.124336,"42.554379, -93.124336",,10136,S Avenue,Ackley,IA,50601,United States,Open,,,,https://www.farmtransparency.org/map?location=s6czz,https://www.farmtransparency.org/facilities/s6czz-flying-eagle-inc
7bdxq,Flying H Corp.,Farm (meat),Cows/cattle,43.899830,-112.218369,"43.899830, -112.218369",,2393,East 1900 North,Hamer,ID,83425,United States,Open,Feedlot,,,https://www.farmtransparency.org/map?location=7bdxq,https://www.farmtransparency.org/facilities/7bdxq-flying-h-corp
b1iof,Flying Plow Farm,Farm (meat),Chickens,39.691952,-76.088577,"39.691952, -76.088577",,96,C Johnson Farm Lane,Rising Sun,MD,21911,United States,Open,Organic,,,https://www.farmtransparency.org/map?location=b1iof,https://www.farmtransparency.org/facilities/b1iof-flying-plow-farm
jcmjp,Flying S Dairy,Farm (dairy),Cows/cattle,33.965389,-117.644096,"33.965389, -117.644096",,7311,Kimball Avenue,Chino,CA,91708,United States,Open,,,,https://www.farmtransparency.org/map?location=jcmjp,https://www.farmtransparency.org/facilities/jcmjp-flying-s-dairy
i49j6,"FLYING W FARMS, LLC",Slaughterhouse,,39.335625,-78.907028,"39.335625, -78.907028",,1721,Northwestern Turnpike,Burlington,WV,26710,United States,Open,,,,https://www.farmtransparency.org/map?location=i49j6,https://www.farmtransparency.org/facilities/i49j6-flying-w-farms-llc
pgaa8,FLYING X RANCH,,,31.927059,-98.632645,"31.927059, -98.632645",,500,County Road 102,Comanche,TX,76442,United States,Open,,,,https://www.farmtransparency.org/map?location=pgaa8,https://www.farmtransparency.org/facilities/pgaa8-flying-x-ranch
scoa8,FLYNTS FARM,Farm (meat),Chickens,31.717531,-89.156990,"31.717531, -89.156990",,127,Flynt Road,Laurel,MS,39443,United States,Open,,,,https://www.farmtransparency.org/map?location=scoa8,https://www.farmtransparency.org/facilities/scoa8-flynts-farm
p1quf,FM Meat Products Limited Partnership/Adena Beef Plant,Slaughterhouse,,29.418404,-81.999466,"29.418404, -81.999466",,,Unnamed Road,Citra,FL,32113,United States,Open,,,,https://www.farmtransparency.org/map?location=p1quf,https://www.farmtransparency.org/facilities/p1quf-fm-meat-products-limited-partnership-adena-beef-pl
jxsvc,FM Ranch #3,Farm (dairy),Cows/cattle,36.075203,-119.314262,"36.075203, -119.314262",,1472,California 99,Tipton,CA,93272,United States,Open,,,,https://www.farmtransparency.org/map?location=jxsvc,https://www.farmtransparency.org/facilities/jxsvc-fm-ranch-3
0lrk4,Fmp Iii Higgins,Farm (meat),Pigs,42.546391,-94.837112,"42.546391, -94.837112",,1393,170th Street,Fonda,IA,50540,United States,Open,,,,https://www.farmtransparency.org/map?location=0lrk4,https://www.farmtransparency.org/facilities/0lrk4-fmp-iii-higgins
f07fj,Fmr: Manuel and Maria Silva Dairy,Farm (dairy),Cows/cattle,38.351940,-121.428345,"38.351940, -121.428345",,6401,Eschinger Road,Elk Grove,CA,95757,United States,Open,,,,https://www.farmtransparency.org/map?location=f07fj,https://www.farmtransparency.org/facilities/f07fj-fmr-manuel-maria-silva-dairy
lxaix,Fmr: Nelson Silveira Dairy,Farm (dairy),Cows/cattle,37.727585,-120.813957,"37.727585, -120.813957",,6135,Smith Road,Oakdale,CA,95361,United States,Open,,,,https://www.farmtransparency.org/map?location=lxaix,https://www.farmtransparency.org/facilities/lxaix-fmr-nelson-silveira-dairy
g83iy,Fo35,Farm (meat),Pigs,43.213020,-94.640450,"43.213020, -94.640450",,4799,300th Street,Emmetsburg,IA,50536,United States,Open,,,,https://www.farmtransparency.org/map?location=g83iy,https://www.farmtransparency.org/facilities/g83iy-fo35
7z8uu,FOBARE LAKE FARM,,,44.870281,-75.101479,"44.870281, -75.101479",,202,Coles Creek Road,Waddington,NY,13694,United States,Open,,,,https://www.farmtransparency.org/map?location=7z8uu,https://www.farmtransparency.org/facilities/7z8uu-fobare-lake-farm
hfj77,Foggy Bottom Farm LLC,Farm (meat),Turkeys,38.707027,-87.051170,"38.707027, -87.051170",,6161,East 350 North,Montgomery,IN,47558,United States,Open,,,,https://www.farmtransparency.org/map?location=hfj77,https://www.farmtransparency.org/facilities/hfj77-foggy-bottom-farm-llc
8zrp9,FOGHORN AND LEGHORN FARMS,Farm (meat),Chickens,31.387196,-85.563728,"31.387196, -85.563728",,6125,County Road 20,Ozark,AL,36360,United States,Open,,,,https://www.farmtransparency.org/map?location=8zrp9,https://www.farmtransparency.org/facilities/8zrp9-foghorn-leghorn-farms
24zwj,FOGHORN AND LEGHORN FARMS,Farm (meat),Chickens,31.453613,-85.555725,"31.453613, -85.555725",,856,County Road 344,Ozark,AL,36360,United States,Open,,,,https://www.farmtransparency.org/map?location=24zwj,https://www.farmtransparency.org/facilities/24zwj-foghorn-leghorn-farms
ra0mq,"FOGLE, NEIL HOG FARM",,,37.838299,-87.254204,"37.838299, -87.254204",,7816,Laketown Road,Owensboro,KY,42301,United States,Open,,,,https://www.farmtransparency.org/map?location=ra0mq,https://www.farmtransparency.org/facilities/ra0mq-fogle-neil-hog-farm
lahrt,Fogleman Dairy,Farm (meat),Chickens,35.847511,-79.458206,"35.847511, -79.458206",,9158,Sylvan Road,Liberty,NC,27298,United States,Open,"Organic,",,,https://www.farmtransparency.org/map?location=lahrt,https://www.farmtransparency.org/facilities/lahrt-foglemandairy
owrm4,Fokbedrijf Bosman,Farm (meat),Pigs,52.288616,6.331021,"52.288616, 6.331021",,10,Beumersteeg,Holten,OV,7451 LM,Netherlands,Open,Parent / Breeder,,,https://www.farmtransparency.org/map?location=owrm4,https://www.farmtransparency.org/facilities/owrm4-fokbedrijf-bosman
