approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
A327,GASNAKIS G. ANTONIOS,KAMPOCHORI - ALEXANDRIAS IMATHIA,Alexandreia,59300,"Imathia Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
Α 914,GASTIS ILIAS,FLORINA,Florina,53100,"Florina Regional Unit,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A 938,GAZETAS EFTHIMIOS,TRIKALA,Trikala,42131,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A498,GAZIS DIMITRIOS,NYDRI LEFKADA,Nydri,48100,"Lefkada Regional Unit,Ionian Islands Region,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A840,GEFSEIS THESSALIAS E.E,LARISA,Larissa,41500,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A886,GENES & NATURE,AGIOI APOSTOLOI TRIKALA,Apostoloi Trikala,42100,"Regional Unit of Trikala,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A554,GEORGINEZIS DIMITRIOS,O.T.10 VI.PE.TH.-ECHEDOROS,Sindos,57022,"Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A448,GEORGIOS D. CHATZIPANTAZIS,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A557,GEORGIOS DENEZIS,MEGALO SPLITHARI-KOUTSOPODI,Νέα Δήμαινα,21200,"Argolis Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A 898,GEORGIOS PAPAKALAS & SIA E.E.,KROKOS,Krokos,50100,"Regional Unit of Kozani,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
Α460,GEORGIOU IOANNIS,STAFYLOS SKOPELOU MAGNHSIA,Stafylos,37003,"Regional Unit of Sporades,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A425,GEORGOPOULOS PANAGIOTIS,KAMARES ACHAIA,Kamares,25009,"Achaea Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A788,GERGATSOULIS A.E,KARPATHOS,Karpathos,85700,"Karpathos Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
S68,GEUSIGNOSIA S.Α.,V. PAVLOU 10A & 3o km P.E.O. KOMOTINIS XANTHIS,Komotini,69100,"Rodopi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A789,GEYSINOUS A.V.E.E,KRYONERI,Pefkofyto,14568,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A347,GEYSTIKOS KOSMOS KREATOS,ACHARNES ATTIKIS,Acharnes,13675,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
S90,GIANNELIS A.E.,1ST KM EP. ODOU MAYROVOUNIOU - ARIDEAS,Mavrovounio Skydra,58500,"Pella Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A544,GIANNOPOULOS E. IOANNIS,LAPPA,Μετόχι,27052,"Achaea Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A 181,GIATRAS SINGLE MEMBER PC,"9ΤΗ KILOMETRE OF VEROIA NAOUSSA, STENIMACHOS NAOYSAS IMATHIA",Stenimachos,59200,"Imathia Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A754,GKINI CHRISTINA & SIA O.E,AG.I.RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A384,GKOUSDOUVAS DIMITRIOS,LARISA,Larissa,42222,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A 888,GOLDEN GYROS SINGLE MEMBER S.A.- GOLDEN GYROS A.E.,ACHARNES,Acharnes,13679,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A314,GORILAS MILTIADIS & SIA O.E,LARISA,Larissa,42222,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A273,GR. BOUNTAS,RODOLIVOS SERRES,Rodolivos,66100,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 915,GRECO FOOD E.E.,METAMORFOSI,Metamorfosi,14452,"Regional Unit North Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
S99,GRIVAS LTD,AGGINARA AITOLIKO,Etoliko,30400,"Aetolia-Acarnania Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A408,GUSTA CARNIS I.K.E.,18on km KASTORIAS-KOZANIS KASTORIA,Kastoria,52100,"Kastoria Regional Unit,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A5,HELLENIC CATERING S.A.,INDUSTRIAL AREA OF THESSALONIKI,Thessaloniki,54625,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 928,HELLENIC MEATWORKS IKE,PERISTERI,Peristeri,12133,"Regional Unit of West Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
S97,I. ARONIS A.V.E.E.K.,AGIOI APOSTOLOI VOION LAKONIAS,Agioi Apostoloi Neapoli Lakonias,23053,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A600,I. BRADITSAS TROFINO S.A.,45.7 KLM N.R TARAPSAS-MON/SIAS,Sykea Molaoi,23052,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A335,I. CHATZIDIMITRIOU & SONS O.E,AG. IOANNIS SERRES,Serres,62122,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 823,I. MARTAKIS - A. TSEKOURAS I.K.E.,VRILISSIA,Μαρούσι,15235,"Regional Unit North Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A530,I. N. ARONIS AVEEK,AG. APOSTOLOI,Agioi Apostoloi Neapoli,23053,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A68,I. NANOS & SIA AEVE,ASPROPIRGOS ATTIKIS,Aspropyrgos,19300,"Regional Unit of West Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A265,I. NTOURMAS,AMARINUES EVIA,Amarynthos,34006,"Regional Unit of Euboea,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A573,I. P. PANAGIOTOU-ANT. PANAGIOTOU,DIMOS IRAKLEIAS,Iraklia,62400,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
S62,I.BRADITSAS TROFINO S.A,INDUSTRIAL AREA 48.7 KM TARAPSAS MONEMVASIAS,Molai,23052,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A69,IAKOVOS DAVOUTIS & CO S.A.,"15 ERGASIAS & ALEKOU PANAGOULI P.C.14231 , NEA IONIA, ATHENS.",Μαρούσι,14235,"Regional Unit North Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
S98,ILEIAKA VIOMICHANIKA SFAGEIA S.A.,"AGIOI THEODOROI, LECHENA",Agioi Theodoroi Lechaina,27053,"Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A865,ILEIAKA VIOMICHANIKA SFAGEIA S.A.,LECHAINA,Agioi Theodoroi Lechaina,27053,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A878,ILIAS KOULIERIS AE,KALAMATA,Kalamata,24100,"Messenia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
S186,INDUSTRIAL SLAUGHTERHOUSES OF MITILINI - TAXIARCHIS P.C.,"Agia Paraskevi, Municipality of West Lesvos, Lesvos",Agia Paraskevi,81102,"Regional Unit of Lesbos,North Aegean Region",Greece,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
A858,IOAKEIM AN. CHATZILIADIS,P.FOKAIA,Palaia Phokaia,19013,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 168,IOAKEIMIDIS A.E.V.E.,ELLIS 1-3 - KALLITHEA ATTIKIS,Kallithea,17675,"Regional Unit of South Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
Α 934,IOANNIS & ANASTASIOS VASALAKIS O.E.,NAXOS,Naxos,84300,"Naxos Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A396,IOANNIS KRITIKOS,TINOS KYKLADES,Tinos,84200,"Περιφερειακή Ενότητα Τήνου,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A775,ISLAND FOOD SERVICE O.E,SYROS,Ano Syros,84100,"Περιφερειακή Ενότητα Σύρου,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A277,K. DOUROU & SIA OE,NAFPAKTOS AITOLOAKARNANIA,Nafpaktos,30300,"Aetolia-Acarnania Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A193,K. GIAGKOULAS & CO F.P.,GIANNITSA PELLA,Giannitsa,58100,"Pella Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 329,K. KLEITSIOTIS MONOPROSOPI E.P.E.,GLIKONERI RODOPI,Glykoneri,67100,"Rodopi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
S173,K. STAMOULIS & CO FP,"A. TRITSI 3, ARGOSTOLI",Argostoli,28100,"Kefallonia Regional Unit,Ionian Islands Region,Peloponnese, West Greece and Ionian Sea",Greece,RM,SH,Y,,SH - Slaughterhouse,,
S64,K.E.K. ANAVRAS MAGNISIAS,"V. KONSTANTINOU 117, ALMYROS",Almyros,37100,"Regional Unit of Magnesia,Region of Thessaly,Thessaly - Central Greece",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A832,KADOGLOU EIRINI & SIA O.E.,KATERINI,00 Katerini,601,"Pieria Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A580,KALAMVOKI AEVE,THEOMITOROS 50 - AG. DIMITRIOS,Municipal Unit of Dafni,17236,"Regional Unit of Central Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A445,KAPETIS POLYVIOS S.A.,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A306,KARA CHASAN TZEMALI ΙΚΕ,LEFKOPETRA XANTHI,Lefkopetra,67100,"Xanthi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A772,KARAKANTIS KYRIAKOS,ORESTIADA,Orestiada,68200,"Evros Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 458,KARAKANTIS G. KYRIAKOS M. LTD,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A308,KARAKOULAKIS A.V.E.E,KOS DODEKANISA,Kos,85300,"Περιφερειακή Ενότητα Κω,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A201,KARASAVVIDIS MEAT MEPE,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 866,KARNA ELLAS M.E.P.E,ASPROPYRGOS,Aspropyrgos,19300,"Regional Unit of West Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
Α 927,KARVOUNIARIS ANDREAS-STATHMOS KREATOS,AIGIALEIA,Αρραβωνίτσα,25100,"Achaea Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A352,KASIDIS A.E,TIRNAVOS,Tirnavos,40100,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
S49,KASIDIS A.E.,"2ND KM LAGKADA - KOLCHIKOU, THESI ""AMPELI""",Lagkadas Lagkadas,,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A 178,KASIDIS S.A.,AG. SOFIA-TYRNAVOS LARISA,Tirnavos,40100,"Regional Unit of Larisa,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A863,KASIOS KOIN. S .EP.,FRY - KASOS,Fry,85800,"Karpathos Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A555,KECHAGIAS DIMITRIOS & CO O.E,AGROKTIMA VEROIAS,Tagarochorion Veroia,59100,"Imathia Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 517,KEMPAP SAVVAS MONOPROSOPI I.K.E.,YPATIS 34 - PERISTERI,Egaleo,12136,"Regional Unit of West Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A203,KEPAPTSOGLOU -URMANIS & CO E.E.,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A523,KERKETEFS A.E.V.E. - BAZAAR,VATHY,Vathy,83100,"Regional Unit of Samos,North Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A148,KERKYRAIKI ETAIREIA KREATON S.A.,TRIKLINO KERKYRA,Templonion Kerkyra,49100,"Corfu Regional Unit,Ionian Islands Region,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A770,KERMES IKE,PEIRAIAS,Piraeus,18545,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A449,KIACHAKIS ELEFTHERIOS S.A,C. M. ATHINON S.A. - AG. I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 906,KING FOOD 1994 E.E.,KOMOTINI,Komotini,69100,"Rodopi Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 913,KING'S GYROS EPEXERGASIA-EMPORIA KREATON A.E.,AGIOS IOANNIS RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A755,KING’S GYROS SA,"26 DIMITRATOU, RENTIS",Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A349,KIOSSES NIKOLAOS & SONS O.E,SERRES,Serres,62124,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A399,KIRKILI O.E - PARADOSIAKA ALLANTIKA,MELIGALAS MESSINIAS,Meligalas,24100,"Messenia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A394,KLAVAS M. ARISTEIDIS,MYTILINI LESVOS,Mytilene,81100,"Regional Unit of Lesbos,North Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A859,KLIMANTIRIS PANAGIOTIS,ZACHARO,Neochori (Zacharo),27054,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A222,KLIMATZIDAS I.K.E - TOXOTIS KREATA I.K.E,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
S72,"KOINOFELIS EPICHEIRISI DIMOU POLYGYROU ""KEDIPO""",GALATISTA,Galatista,63073,"Chalkidiki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,SH,Y,,SH - Slaughterhouse,,
S74,KOINOFELIS EPICHEIRISI DIMOU PROPONTIDAS,"Nea Triglia, Chalkidiki",Nea Triglia,63079,"Chalkidiki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,SH,Y,,SH - Slaughterhouse,,
S156,KOINONIA KLIRON. IOAN. AMERIKANOU,"ERESOS, LESVOS",Eresos,81105,"Regional Unit of Lesbos,North Aegean Region",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A173,KOKKALI ZOI & CO O.E.,KAMPI ARTAS,Kambi,48200,"Arta Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A 931,KOKKONIS KONSTANTINOS,OINOUSA,Oinousa,62100,"Serres Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A756,KOLIOKITSOS NIKOLAOS,BIZANOMACHON 1 FILIPPIADA ZIROU,Filippiada,48100,"Preveza Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A766,KONSTANTINIDOU OLGA,AGIOS DIMITRIOS,Agios Dimitrios,19400,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A338,KONTES DIMITRIOS,PAPADIANIKA LAKONIA,Papadianika,23056,"Lakonia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A204,KORIZIS S.A.,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A87,KOSIAVAS-KOUZIOKAS AEVE,A' VIPE VOLOU MAGNISIA,Volos,38001,"Regional Unit of Magnesia,Region of Thessaly,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A 930,KOSKINIOTIS V. - BERDI L. OE,FALIRAKI,Faliraki,85100,"Rhodes Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A514,KOSMOS S.A.,PYRGOS ORESTIADAS EVROS,Neos Pyrgos,68200,"Evros Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A272,KOUTRAS D - KOUTRAS I. O.E,NIKAIA ATTIKIS,Municipal Unit of Nikaia,18450,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A559,KOUTROUFINIS EVAGGELOS & SONS FP,1on km ARGOUS-NAFPLIOU,Argos,20500,"Argolis Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A 374,KRASANAKIS MARKOS MON. I.K.E.,EPISKOPI IRAKLEIO,Episkopi,,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A 795,KREARISTON PAPACHRISTOS MONOPROSOPI A.E..,ACHARNES,Acharnes,14342,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A116,KREARKO IKE,ARCH. KORINTHOS,Ancient Korinthos,20100,"corinthia Regional Unit,Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A73,KREATA ATTIKIS A.E.,PAIANIA ATTIKIS,Paiania,19004,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A103,KREATA CHATZIAGOROU A.E.B.E.K.,KRITHIA THESSALONIKIS,Krithia,57200,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A407,KREATA EVROPIS LTD,I. METAXA 59 - KOROPI ATTIKIS,Koropi,19400,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 879,KREATA GAITANI MONOPROSOPI IKE,MYTILINI,Mytilene,81100,"Regional Unit of Lesbos,North Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
S5,KREATA IPEIROU A.E.,GEFYRA KALOGIROU-FILIPPIADA,Filippiada,48200,"Preveza Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,SH,Y,,SH - Slaughterhouse,,
S128,KREATA POGONIOU VIOMICHANIKA SFAGEIA PARAKALAMOU,PARAKALAMOS IOANNINON,Parakalamos Ioanninon,44004,"Ioannina Regional Unit,Epirus Region,Epirus - Western Macedonia",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A214,KREATAGORA AFOI KONTA IKE,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A330,KREATAGORA LAMIAS I.K.E,AGIA PARASKEVI FTHIOTIDAS,Lamia,35100,"Regional Unit of Phthiotis,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
S157,KREATAGORA LAMIAS IKE,AGIA PARASKEVI,Ag Paraskeyi Fthiolamia,35100,"Regional Unit of Phthiotis,Region of Central Greece,Thessaly - Central Greece",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A 950,KREATAGORA MOUROUTIS APOSTOLOS IKE,G. PAPANDREOU & EPTANISOU 27 ACHARNES,Acharnes,13671,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
Α461,KREATAGORA PAROU,"NAOUSA PAROU ,KYKLADES",Naousa,84401,"Paros Regional Unit,South Aegean Region",Greece,RM,CP,N,,CP - Cutting Plant,,
A361,KREATAGORA SKOUTELAS IKE,KROKOS KOZANIS,Krokos,50010,"Regional Unit of Kozani,West Macedonia Region,Epirus - Western Macedonia",Greece,RM,CP,N,,CP - Cutting Plant,,
A283,KREATEMPORIKI - KOSSIVA A.E,ASTROS ARKADIA,Astros,21200,"Peloponnese, West Greece and Ionian Sea",Greece,RM,CP,N,,CP - Cutting Plant,,
A834,KREATEMPORIKI THESSALIAS A.E,GERAKAS,Gerakas,15127,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A 751,KREATEMPORIKI KOSSYVA A.E.,C. M. ATHINON S.A. - AG.I. RENTIS,Municipal Unit of Agios Ioannis Rentis,18233,"Regional Unit of Piraeus,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A292,KREATOSYSKEVASTIKI LAMIAS AVEE,LAMIA FTHIOTIDA,Lamia,35014,"Regional Unit of Phthiotis,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A895,KREATOTECHNEIO EE,N. CHALKIDONA,Athens,13561,"Regional Unit of Central Athens,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
S37,KREKA S.A. MEAT PRODUCTION AND TRADING,PERNI DIMOS NESTOU,Perni Kavala,64200,"Kavala Regional Unit,East Macedonia and Thrace Region,Macedonia - Thrace",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A378,KREOKOPEION A.E.,OINOFITA VIOTIAS,Oinofyta Oinofyta,32011,"Regional Unit of Boeotia,Region of Central Greece,Thessaly - Central Greece",Greece,RM,CP,N,,CP - Cutting Plant,,
A218,KREOPOLEIA ELLINIKON S.A.,C. M. THESSALONIKI S.A.,Thessaloniki,54627,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A 810,KREOS KAI SIA E.E.,A. LIOSIA,Municipal Unit of Ano Liosia,13231,"Regional Unit of West Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
A359,KREOTECHNION GEORGIADIS A.E,PIKERMI,Pikermi,19009,"Regional Unit of East Attica,Region of Attica,Attica",Greece,RM,CP,N,,CP - Cutting Plant,,
Α 941,KREOTIS E.E.,ASSIROS LAGKADAS,Langadas,57200,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A599,KRETEMPORIKI GIANNENAKIS SA,THERISOS,Theriso,,"Chania Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
A142,KRIOS A.E.V.E.,N. EFKARPIA THESSALONIKI,Efkarpia,56403,"Thessaloniki Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,CP,N,,CP - Cutting Plant,,
A112,KRIS A.E.,AG. STEFANOS RETHYMNO,Rethymno,74131,"Rethymno Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
S59,KRIS S.A.,"PRINES DIMOU NIKIFOROU FOKA, RETHYMNO",Prines Rethymnis Rethymno,74100,"Rethymno Regional Unit,Region of Crete,Crete",Greece,RM,SH,Y,,SH - Slaughterhouse,,
A196,KRIVEK S.A.,KAMPOS ELIAS IRAKLEIO,Heraklion,71410,"Heraklion Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
S82,KTHMA GIANNOYLI SA,AXIOUPOLI KILKIS,Axioupoli,61400,"Kilkis Regional Unit,Central Macedonia Region,Macedonia - Thrace",Greece,RM,SH,Y,ovine bovine caprine porcine,SH - Slaughterhouse,,
A510,KTIMA GIANNOULI S.A.,"SOPATA FRE, CHANIA",Fres,,"Chania Regional Unit,Region of Crete,Crete",Greece,RM,CP,N,,CP - Cutting Plant,,
S146,KTIMA GIANNOULI S.A.,"VIOLI CHARAKI, RETHYMNO",Violi Charaki Rethymno,74100,"Rethymno Regional Unit,Region of Crete,Crete",Greece,RM,SH,Y,,SH - Slaughterhouse,,
S130,KTIMA GIANNOULI S.A.,SOPATA FRE DIMOU APOKORONOU,Fres Vamos,73008,"Chania Regional Unit,Region of Crete,Crete",Greece,RM,SH,Y,,SH - Slaughterhouse,,
