CPF_CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;NR_SIF;DATA_RESERVA;DT_REGISTRO;NUMERO_PROCESSO;SITUACAO;LOGRADOURO;BAIRRO;CEP;MUNICIPIO;UF;TELEFONE;EMAIL;AREA_CATEGORIA;CATEGORIA_CLASSE;DATA_OCORRENCIA;DESCRICAO_OCORRENCIA
55.885.321/0020-75;LATICINIOS TIROLEZ LTDA;-;3555;1993-03-01 00:00:00;1998-01-12 00:00:00;21000.065754/2019-01;A;R VOLUNTARIO JOAO BATISTA DE ARAUJO, 2535, SALA 01;JARDIM BOM VIVER IV;16403484;LINS;SP;(11) 37237736;CONTABILIDADE@TIROLEZ.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT1 - EST.LEITE E DERIV. (>500.000 L/DIA);2024-03-01 00:00:00;México. Delistamento. Habilitação não renovada. SEI 21000.066534/2023-73.
55.885.321/0020-75;LATICINIOS TIROLEZ LTDA;-;3555;1993-03-01 00:00:00;1998-01-12 00:00:00;21000.065754/2019-01;A;R VOLUNTARIO JOAO BATISTA DE ARAUJO, 2535, SALA 01;JARDIM BOM VIVER IV;16403484;LINS;SP;(11) 37237736;CONTABILIDADE@TIROLEZ.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT1 - EST.LEITE E DERIV. (>500.000 L/DIA);2024-07-03 00:00:00;Lácteos. Colômbia. Renovação Habilitação. SEI 21000.007990/2022-09.ADIDO COMUNICA BOG (36135800). vigência: 30/09/2024.
55.885.321/0020-75;LATICINIOS TIROLEZ LTDA;-;3555;1993-03-01 00:00:00;1998-01-12 00:00:00;21000.065754/2019-01;A;R VOLUNTARIO JOAO BATISTA DE ARAUJO, 2535, SALA 01;JARDIM BOM VIVER IV;16403484;LINS;SP;(11) 37237736;CONTABILIDADE@TIROLEZ.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT1 - EST.LEITE E DERIV. (>500.000 L/DIA);2024-10-07 00:00:00;COLÔMBIA. Lácteos. Prorrogação da vigência da habilitação - conforme Adido Comunica nº 220/2024/BOG (SEI nº 38085910) e Comunicado Conjunto ICA/INVIMA (SEI nº 38085911) - processo SEI nº 21000.007990/2022-09. Data de validade: 31/07/2025.
55.885.321/0020-75;LATICINIOS TIROLEZ LTDA;-;3555;1993-03-01 00:00:00;1998-01-12 00:00:00;21000.065754/2019-01;A;R VOLUNTARIO JOAO BATISTA DE ARAUJO, 2535, SALA 01;JARDIM BOM VIVER IV;16403484;LINS;SP;(11) 37237736;CONTABILIDADE@TIROLEZ.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT1 - EST.LEITE E DERIV. (>500.000 L/DIA);2025-08-08 00:00:00;CHILE. Renovação de Habilitação. PRODUTOS LÁCTEOS.  SEI: 21000.043647/2023-09. Carta SAG-N9883-2024 (SEI nº 39461928). Informação 3105 (SEI nº 44706106). Validade 04/12/2026.
02.394.368/0001-07;FRIGORÍFICO FRIGOALPHA INDÚSTRIA E COMÉRCIO DE GENEROS ALIMENTICIOS LTDA ;FRIGOALPHA;3559;1996-07-11 00:00:00;2015-07-31 00:00:00;21016.000223/1996-20;A;GRANJA DO TORTO;GM 03 / ASA NORTE;70620200;BRASÍLIA;DF;(61) 3533-7474;tanialpha@hotmail.com;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC3 - CONSERVAS - ATÉ 10 T/D;;
61.714.994/0001-00;FENIX INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;-;3567;1993-03-26 00:00:00;2015-03-09 00:00:00;21052.014020/2019-41;A;RUA LAURINDO MINHOTO, 16;VILA ALPINA;03240060;SÃO PAULO;SP;(11) 2912-2000;ADMINISTRATIVO@FENIXSP.COM.BR;PESCADO;UNIDADE DE BENEF. DE PESCADO E PROD. DE PESCADO - P07 / EP2 - ENTREPOSTO DE PESCADOS;2025-05-13 00:00:00;ARGENTINA. Habilitação. ESTOCAGEM DE PRODUTOS DE ORIGEM ANIMAL (DHC), PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO (PESCADO) (DHC), PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (AVES) (DHC), PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (SUÍDEO) (DHC). SEI: 21052.004211/2025-42. Formulário SEI: 42466385 e Nota NO-2025-54786607-APN-PRES_SENASA SEI: 42760436.
21.005.582/0001-79;RIVELLI ALIMENTOS S/A;-;3571;1993-03-30 00:00:00;2008-02-25 00:00:00;21000.102181/2021-11;A;"ROD BR-040, S/N, KM: 700;";CAICARAS;36205666;BARBACENA;MG;(32) 3339-0155;RIVELLI@RIVELLI.IND.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2018-07-11 00:00:00;Aves. Chile. Habilitação. Categoria: PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO. SEI nº 21000.002150/2018-65 (4940379).
21.005.582/0001-79;RIVELLI ALIMENTOS S/A;-;3571;1993-03-30 00:00:00;2008-02-25 00:00:00;21000.102181/2021-11;A;"ROD BR-040, S/N, KM: 700;";CAICARAS;36205666;BARBACENA;MG;(32) 3339-0155;RIVELLI@RIVELLI.IND.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2022-11-10 00:00:00;CUBA. Aves. Habilitação. PRODUTOS EM NATUREZA. SEI 21000.063333/2022-33. (24815438).
21.005.582/0001-79;RIVELLI ALIMENTOS S/A;-;3571;1993-03-30 00:00:00;2008-02-25 00:00:00;21000.102181/2021-11;A;"ROD BR-040, S/N, KM: 700;";CAICARAS;36205666;BARBACENA;MG;(32) 3339-0155;RIVELLI@RIVELLI.IND.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2023-12-29 00:00:00;"Peru. Aves. Renovação Habilitação. SEI 21000.068945/2022-12. ADIDO COMUNICA LIMA (32968881). Vigência 31/12/2024.

"
21.005.582/0001-79;RIVELLI ALIMENTOS S/A;-;3571;1993-03-30 00:00:00;2008-02-25 00:00:00;21000.102181/2021-11;A;"ROD BR-040, S/N, KM: 700;";CAICARAS;36205666;BARBACENA;MG;(32) 3339-0155;RIVELLI@RIVELLI.IND.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2026-08-21 00:00:00;México. Produtos em Natureza Aves. Renovação habilitação. Processo  21000.060716/2023-31.Ofício B00.04.07741-2026 (55501863). Vigência 31/12/2028. 
21.005.582/0001-79;RIVELLI ALIMENTOS S/A;-;3571;1993-03-30 00:00:00;2008-02-25 00:00:00;21000.102181/2021-11;A;"ROD BR-040, S/N, KM: 700;";CAICARAS;36205666;BARBACENA;MG;(32) 3339-0155;RIVELLI@RIVELLI.IND.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2026-04-17 00:00:00;EL SALVADOR. EXTENSÃO DE ESCOPO. Data de validade: 16/10/2026. PRODUTOS  SUBMETIDOS A TRATAMENTO TÉRMICO (AVES) (DHC). Nº Processo SEI: 21000.083143/2025-85. Nº(s) Documento(s) SEI: 51954831.
27.665.906/0011-53;GRUPO GENNIUS BRASIL PRODUCAO E COMERCIALIZACAO DE ALIMENTOS S.A;-;3602;1997-09-23 00:00:00;1994-03-16 00:00:00;21026.004893/2018-81;A;R FLORENTINO LOPES, 200;DISTRITO INDUSTRIAL I;16372202;PROMISSÃO;SP;(11) 4280-3860;FISCAL.SUPPLY@HABIBS.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT3 - EST.LEITE E DERIV. (100.000 A 300.000 L/DIA);;
40.568.933/0001-02;P & L AGROINDUSTRIA DE LATICINIOS LTDA;P & L;3487;1992-10-26 00:00:00;2015-07-30 00:00:00;21012.001586/1992-52;A;R GOVERNADOR LOMANTO JUNIOR, S/N;BRASÍLIA;45940000;IBIRAPUÃ;BA;(31) 9204-7900;CONCILIARTRIBUTO@GMAIL.COM;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT1 - EST.LEITE E DERIV. (>500.000 L/DIA);;
04.251.678/0002-89;MARCELIO DAS NEVES ALMEIDA & CIA LTDA;LEITE CARINHO;3507;1992-11-19 00:00:00;2015-08-06 00:00:00;21056.001400/2018-02;A;ROD TO 404, BLOCO A KM 01;PERIMETRO URBANO;77960000;AUGUSTINÓPOLIS;TO;;FILIAL@LATICINIOCARINHO.COM;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT6 - EST.LEITE E DERIV. (10.000 A 20.000 L/DIA);;
55.183.396/0001-41;VIDA NATURAL PRODUTOS NATURAIS LTDA;;3514;1992-12-09 00:00:00;2015-08-14 00:00:00;03856.000276/2020-77;A;RUA SERAPHIN DA SILVA BARROS, Nº 454;PARQUE INDUSTRIAL ITAMARATY;13163584;ARTUR NOGUEIRA;SP;(19) 3877-2189;edson@vidanat.com.br;MEL;ENTREPOSTO BENEF. DE PROD. DE ABELHAS E DERIVADOS - M01 / EM2 - ENTREPOSTO DE MEL;2025-07-25 00:00:00;EMIRADOS ÁRABES UNIDOS. Habilitação. MEL (DHC), MEL DE ABELHAS INDÍGENAS (MEL) (DHC). Nº Processo SEI: 21052.010445/2025-29. Nº(s) Documento(s) SEI: 44321667.
67.118.053/0001-82;VELT ALIMENTOS LTDA;VELT ALIMENTOS;3512;1992-12-09 00:00:00;2019-07-29 00:00:00;21050.001340/1991;A;R DR PAULO CARNEIRO;CABECUDA;88790000;LAGUNA;SC;;VELTALIMENTOS@GMAIL.COM;PESCADO;UNIDADE DE BENEF. DE PESCADO E PROD. DE PESCADO - P07 / EP2 - ENTREPOSTO DE PESCADOS;2021-01-12 00:00:00;Argentina. Pescado. Habilitação. Produtos em natureza. Processo sei nº 21050.011685/2020-56.
07.171.099/0001-33;JMS INDUSTRIA E COMERCIO DE PESCADOS LTDA EM RECUPERACAO JUDICIAL;-;3520;1999-09-20 00:00:00;2015-08-13 00:00:00;21050.001760/1999-12;A;R ABELARDO CORREA, 50;CENTRO;88385000;PENHA;SC;(47) 349-3495;;PESCADO;UNIDADE DE BENEF. DE PESCADO E PROD. DE PESCADO - P07 / EP2 - ENTREPOSTO DE PESCADOS;2020-10-29 00:00:00;Pescado. China. Suspensão da produção e certificação sanitária. SEI 21000.068999/2020-16, 12482914. A partir de 26/10/2020.
02.914.460/0184-40;SEARA ALIMENTOS LTDA;SEARA;3392;1997-09-09 00:00:00;2009-09-04 00:00:00;21000.052024/2019-32;A;ROD ITG 060, S/Nº;LINHA SANTA FE ;89896000;ITAPIRANGA;SC;(11) 3144-5600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2017-03-16 00:00:00;Suínos. Cuba. Habilitação. Categorias:PRODUTOS EM NATUREZA (SUÍDEO) (DHC). Processo SEI: 21000.001198/2016-94 
02.914.460/0184-40;SEARA ALIMENTOS LTDA;SEARA;3392;1997-09-09 00:00:00;2009-09-04 00:00:00;21000.052024/2019-32;A;ROD ITG 060, S/Nº;LINHA SANTA FE ;89896000;ITAPIRANGA;SC;(11) 3144-5600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2018-08-14 00:00:00;"Suínos. Chile. Habilitação. Carne de cerdo congelada
y/o refrigerada (Carta nº 4283/2018) e seus anexos. Retorno da habilitação foi autorizado através da carta nº 4546/2018. Validade até 13/02/2020. Processo Sei: 21000.005299/2018-04."
02.914.460/0184-40;SEARA ALIMENTOS LTDA;SEARA;3392;1997-09-09 00:00:00;2009-09-04 00:00:00;21000.052024/2019-32;A;ROD ITG 060, S/Nº;LINHA SANTA FE ;89896000;ITAPIRANGA;SC;(11) 3144-5600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2021-04-08 00:00:00;Chile. Suínos. Prorrogação de vigência de habilitação. Processo SEI nº 21000.018891/2021-63 (14484905). Vigência: 20/02/2022.
02.914.460/0184-40;SEARA ALIMENTOS LTDA;SEARA;3392;1997-09-09 00:00:00;2009-09-04 00:00:00;21000.052024/2019-32;A;ROD ITG 060, S/Nº;LINHA SANTA FE ;89896000;ITAPIRANGA;SC;(11) 3144-5600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2023-07-24 00:00:00;China. Suínos. Renovação de habilitação. SEI: 21050.001848/2023-35 - 29902533. Validade: 31/07/2028
02.914.460/0184-40;SEARA ALIMENTOS LTDA;SEARA;3392;1997-09-09 00:00:00;2009-09-04 00:00:00;21000.052024/2019-32;A;ROD ITG 060, S/Nº;LINHA SANTA FE ;89896000;ITAPIRANGA;SC;(11) 3144-5600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2023-12-29 00:00:00;Chile. Suínos. Prorrogação da habilitação. Produtos submetidos a tratamento térmico cocção (suídeo). Não comestíveis. Produtos submetidos a tratamento térmico cocção. SEI 21028.000610/2023-70. E-mail Emb. Chile (32901862).  Carta SAG Nº 9697-2023 (32901700). Vigência: até entrega da monografia de processo a ser apresentada em 2024.
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2018-05-15 00:00:00;Aves. Peru. Inclusão. Miúdos de aves 'in natura'. De acordo com o processo sei n° 21000.034431/2017-04.
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2018-12-04 00:00:00;Aves. Coréia do Sul. Habilitação. Produtos em natureza aves (DHC). 21000.046915/2018-79 (6018323)
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-08-22 00:00:00;PERU. Renovação de Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC). SEI: 21000.028956/2024-21. ADIDO COMUNICA LIMA (37278235). (37264262).
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2020-05-18 00:00:00;Hong Kong. Habilitação, conforme lista  8131490. Processo sei nº 21000.033610/2019-88.
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2022-01-04 00:00:00;Peru. Aves. Produtos em natureza. Renovação de habilitação. SEI: 21000.019430/2020-27 (19378449) Validade: 31/12/2022
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2022-12-13 00:00:00;Aves. México. Prorrogação Habilitação. Categoria: PRODUTOS EM NATUREZA. SEI 21000.079477/2022-10. (25309638). Vigência 01/07/2023.
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2024-08-22 00:00:00;PERU. Renovação de Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC). SEI: 21000.028956/2024-21. ADIDO COMUNICA LIMA (37278235). (37264262).
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2024-10-24 00:00:00;CHILE. Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC).SEI: 21016.007310/2024-31. (38590062).
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2024-11-13 00:00:00;CHILE. Exclusão de Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC). SEI: 21000.076101/2023-26.  Ofício-Circular 48 (32034514). (38987219)
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2026-06-08 00:00:00;México. Produtos em Natureza Aves. Prorrogação da habilitação. Processo  21000.060716/2023-31. Ofício B00.04.05047-2026 (SEI nº 53190200). ADIDO COMUNICA 289 (SEI nº 53190281). Vigência 31/12/2026.   
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2026-03-26 00:00:00;Países do Golfo. Aves. Protocolo privado. Nos casos em que o estabelecimento esteja habilitado para exportação de carne de aves a um ou mais países do Golfo, requer-se a adesão ao protocolo privado da ABIEC. O presente estabelecimento consta na lista de unidades aderidas ao referido protocolo, sem que isso implique, necessariamente, na habilitação para todos os países da referida região. SEI 21000.028460/2026-10. (51363824).
03.387.396/0001-60;SAO SALVADOR ALIMENTOS S/A;SSA;3404;1992-06-24 00:00:00;1997-12-02 00:00:00;21012.009543/2019-41;A;ROD GO 156, KM 0;ZONA RURAL;76630000;ITABERAÍ;GO;(62) 3375-7000;FISCAL@SSA-BR.COM;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / PC1 - PRODUTOS CÁRNEOS - MAIS DE 5.000 T/D;2026-08-21 00:00:00;México. Produtos em Natureza Aves. Renovação habilitação. Processo  21000.060716/2023-31.Ofício B00.04.07741-2026 (55501863). Vigência 31/12/2028. 
01.066.650/0001-00;FRIGORÍFICO NORDESTE ALIMENTOS LTDA;FRISA NORDESTE;3448;1992-07-29 00:00:00;2015-07-30 00:00:00;21000.091480/2022-01;A;FAZ CARAIPE, S/Nº;FAZENDA CARAIPE;45995026;TEIXEIRA DE FREITAS;BA;(73) 3311-3311;higortas@frisa.com.br;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB3 - BOVINO - 40 a 80/h;2020-05-18 00:00:00;Hong Kong. Habilitação, conforme lista  8131490. Processo sei nº 21000.033610/2019-88.
01.066.650/0001-00;FRIGORÍFICO NORDESTE ALIMENTOS LTDA;FRISA NORDESTE;3448;1992-07-29 00:00:00;2015-07-30 00:00:00;21000.091480/2022-01;A;FAZ CARAIPE, S/Nº;FAZENDA CARAIPE;45995026;TEIXEIRA DE FREITAS;BA;(73) 3311-3311;higortas@frisa.com.br;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB3 - BOVINO - 40 a 80/h;2023-04-04 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (27068824). Validade: 01/07/2023.
01.066.650/0001-00;FRIGORÍFICO NORDESTE ALIMENTOS LTDA;FRISA NORDESTE;3448;1992-07-29 00:00:00;2015-07-30 00:00:00;21000.091480/2022-01;A;FAZ CARAIPE, S/Nº;FAZENDA CARAIPE;45995026;TEIXEIRA DE FREITAS;BA;(73) 3311-3311;higortas@frisa.com.br;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB3 - BOVINO - 40 a 80/h;2023-05-29 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (28800683). Validade: 01/12/2023.
01.066.650/0001-00;FRIGORÍFICO NORDESTE ALIMENTOS LTDA;FRISA NORDESTE;3448;1992-07-29 00:00:00;2015-07-30 00:00:00;21000.091480/2022-01;A;FAZ CARAIPE, S/Nº;FAZENDA CARAIPE;45995026;TEIXEIRA DE FREITAS;BA;(73) 3311-3311;higortas@frisa.com.br;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB3 - BOVINO - 40 a 80/h;2026-03-06 00:00:00;Países do Golfo. Bovinos. Protocolo privado. Nos casos em que o estabelecimento esteja habilitado para exportação de carne bovina a um ou mais países do Golfo, requer-se a adesão ao protocolo privado da ABIEC. O presente estabelecimento consta na lista de unidades aderidas a referido protocolo, sem que isso implique, necessariamente, habilitação para todos os países da referida região. SEI 21000.022494/2026-09 (50825501).
13.837.014/0001-06;FRIZELO FRIGORIFICOS LTDA;FRIZELO;1646;1991-07-17 00:00:00;2015-08-06 00:00:00;21026.006009/2016-81;A;ROD BR 262, S/Nº KM 375;ZONA RURAL;79190000;TERENOS;MS;(69) 9699-4512;EDERSON.CONTABILIDADE@FRIZELO.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2023-11-17 00:00:00;África do Sul. Bovinos. Habilitação. Produtos em natureza. SEI 21026.007356/2022-70. ADIDO COMUNICA PRE (32122016).
13.837.014/0001-06;FRIZELO FRIGORIFICOS LTDA;FRIZELO;1646;1991-07-17 00:00:00;2015-08-06 00:00:00;21026.006009/2016-81;A;ROD BR 262, S/Nº KM 375;ZONA RURAL;79190000;TERENOS;MS;(69) 9699-4512;EDERSON.CONTABILIDADE@FRIZELO.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2024-03-15 00:00:00;Canadá. Bovinos. Habilitação. Produtos em natureza. SEI 21026.007605/2023-16. ADIDO COMUNICA OTT (33927762).
13.837.014/0001-06;FRIZELO FRIGORIFICOS LTDA;FRIZELO;1646;1991-07-17 00:00:00;2015-08-06 00:00:00;21026.006009/2016-81;A;ROD BR 262, S/Nº KM 375;ZONA RURAL;79190000;TERENOS;MS;(69) 9699-4512;EDERSON.CONTABILIDADE@FRIZELO.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2026-03-06 00:00:00;Países do Golfo. Bovinos. Protocolo privado. Nos casos em que o estabelecimento esteja habilitado para exportação de carne bovina a um ou mais países do Golfo, requer-se a adesão ao protocolo privado da ABIEC. O presente estabelecimento consta na lista de unidades aderidas a referido protocolo, sem que isso implique, necessariamente, habilitação para todos os países da referida região. SEI 21000.022494/2026-09 (50825501).
02.938.454/0001-33;MANOEL PEREIRA PEIXOTO;LATICINIOS PLANALTO;2426;1991-09-24 00:00:00;2015-08-03 00:00:00;21000.090936/2021-27;A;R EUGENIO P MACHADO, S/N;DIST.NOVO PLANALTO;76105000;FIRMINÓPOLIS;GO;;;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT7 - EST.LEITE E DERIV. 5.000 A 10.000 L/DIA;;
08.142.803/0018-30;NOVA MIX INDUSTRIAL E COMERCIAL DE ALIMENTOS LTDA;-;478;1991-04-17 00:00:00;2015-08-04 00:00:00;21028/01588/89;A;AV MARIA ALVES BARBOSA, 582;VILA JARDIM SÃO JOSÉ;36309522;SÃO JOÃO DEL REI;MG;(11) 3649-3686;ROSE.SANTOS@QUATAALIMENTOS.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT5 - EST.LEITE E DERIV. (20.000 A 50.000 L/DIA);;
02.943.733/0001-95;APIS VIDA INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;;1338;2000-07-28 00:00:00;2015-08-14 00:00:00;21000.011199/2024-57;A;RUA ALCIDIO PAGANELLI,  412;JD. CANADA;14707016;BEBEDOURO;SP;(17) 3344.6444;apisvida@apisvida.com.br;MEL;UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS - L3G / 2502 - UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS;2024-11-13 00:00:00;UNIÃO EUROPEIA (UE). Habilitação. COMPOSTOS DE PRODUTOS DAS ABELHAS (EM MASSA) (MEL) (DHC), COMPOSTOS DE PRODUTOS DAS ABELHAS (EM VOLUME) (MEL) (DHC), DERIVADOS DA PRÓPOLIS (EM VOLUME) (MEL) (DHC), MEL (DHC).  SEI: 21052.014611/2024-85.  (38989469).
